,workorderid,wonum,location,description,comune,localita,via,civico,comune_loc,materiale,diametro,l_intervento,status,reportdate,anno,x,y,serv_cost,geometry
23908,558505,15ODL231979,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,BICCHIO 339,,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2015,602474.3663,4856467.6118,346.76,POINT (602474.3663 4856467.6118)
23910,562569,15ODL236209,49A02R01,Perdita acqua dalla rete,VIAREGGIO,TORRE DEL LAGO,"Mazzini ,22",22,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2015,603647.0636,4853344.7236,346.76,POINT (603647.0636 4853344.7236)
23921,785239,16ODL283730,33A16R17,Perdita acqua dalla rete,PESCAGLIA,MONSAGRATI S.MARTINO IN FREDD,VIA FONDO CELI 2,2,PESCAGLIA,PEAD,90.0,0.0,CLOSE,iso,2016,614255.906,4862678.8042,253.4,POINT (614255.906 4862678.8042)
23978,1833046,19ODL279435,06A01R01,PERDITA STRADALE,BORGO A MOZZANO,BORGO A MOZZANO,DELLA REPUBBLICA,,BORGO A MOZZANO,FERRO,90.0,0.0,CLOSE,iso,2019,624223.6733,4871052.307,324.47,POINT (624223.6733 4871052.307)
24013,2546668,21ODL235119,07A06R01,Perdita acqua dalla rete,CAMAIORE,CAPEZZANO PIANORE,VIA BARSOTTELLI 9,,CAMAIORE,FERRO,200.0,0.0,CLOSE,iso,2021,600183.8808,4865986.807,410.01,POINT (600183.8808 4865986.807)
24014,2547071,21ODL235350,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA SALVO D'ACQUISTO 23,,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2021,600387.4804,4860491.0358,394.06,POINT (600387.4804 4860491.0358)
24039,570194,15ODL244074,07A01R02,perdita,camaiore,OLCI,contra,,CAMAIORE,PEAD,110.0,0.0,CLOSE,iso,2015,602803.8911,4866385.5428,346.76,POINT (602803.8911 4866385.5428)
24042,574617,15ODL248424,49A01R01,Perdita acqua dalla rete,VIAREGGIO,TORRE DEL LAGO,VIA XX SETTEMBRE -  TORRE DEL LAGO 25,,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2015,603616.3881,4853615.6255,346.76,POINT (603616.3881 4853615.6255)
24046,575349,15ODL249366,49A02R01,Perdita acqua dalla rete,VIAREGGIO,TORRE DEL LAGO,Pascoli 1,,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2015,603161.0067,4853490.2299,346.76,POINT (603161.0067 4853490.2299)
24054,583824,15ODL258369,28A01R02,Perdita acqua dalla rete,MASSAROSA,PIANO DI MOMMIO,VIA GHIVIZZANI 461,,MASSAROSA,FERRO,90.0,0.0,CLOSE,iso,2015,602167.0188,4862101.7564,525.18,POINT (602167.0188 4862101.7564)
24057,588322,15ODL262866,28A01R02,passata Perdita acqua dalla rete,MASSAROSA,PIANO DI MOMMIO,Ghivizzani 0,,MASSAROSA,FERRO,90.0,0.0,CLOSE,iso,2015,602380.3054,4862250.3632,327.79,POINT (602380.3054 4862250.3632)
24060,596804,15ODL271683,07A01R02,PERDITA STRADALE,camaiore,VERSONA,versona 0,00,CAMAIORE,PEAD,110.0,0.0,CLOSE,iso,2015,602782.6841,4866387.9398,584.81,POINT (602782.6841 4866387.9398)
24132,434173,15ODL105025,28A01R11,Perdita acqua dalla rete,MASSAROSA,BOZZANO,Demetrio Rontani 959,959,MASSAROSA,ACCIAIO,110.0,0.0,CLOSE,iso,2015,609067.7453,4857675.7325,589.0,POINT (609067.7453 4857675.7325)
24136,437600,15ODL108679,28A01R15,Perdita acqua dalla rete,MASSAROSA,MASSACIUCCOLI,via pietra a padule,3078,MASSAROSA,FERRO,110.0,0.0,CLOSE,iso,2015,609360.7729,4854596.9074,349.25,POINT (609360.7729 4854596.9074)
24139,438544,15ODL109802,28A01R10,Perdita acqua dalla rete,MASSAROSA,MASSAROSA,VIA FRANTOIO 69,69,MASSAROSA,ACCIAIO,90.0,0.0,CLOSE,iso,2015,607694.4328,4858166.6657,320.42,POINT (607694.4328 4858166.6657)
24208,913491,16ODL416066,33A09R09,PERDITA STRADALE,pescaglia,GINA,gina,,PESCAGLIA,PEAD,90.0,0.0,CLOSE,iso,2016,614141.4148,4863715.4407,304.38,POINT (614141.4148 4863715.4407)
24228,1875143,19ODL323407,03A01R46,perdita a fornoli,bagni di lucca,FORNOLI,fornoli,,BAGNI DI LUCCA,FERRO,90.0,0.0,CLOSE,iso,2019,624674.3154,4873620.8323,749.5,POINT (624674.3154 4873620.8323)
24284,459161,15ODL130947,41A02R02,Perdita acqua dalla rete,SAN ROMANO IN GARFAGNANA,SAN ROMANO DI GARFAGNANA,LOC. FAGGETA 0,,SAN ROMANO IN GARFAGNANA,ACCIAIO,90.0,0.0,CLOSE,iso,2015,607437.1695,4896014.387,283.24,POINT (607437.1695 4896014.387)
24288,463631,15ODL135640,33A09R31,Perdita acqua dalla rete,MASSAROSA,BOZZANO,VIA RONTANI 0,,PESCAGLIA,FERRO,100.0,0.0,CLOSE,iso,2015,609132.2378,4857663.2946,698.5,POINT (609132.2378 4857663.2946)
24289,463691,15ODL135719,28A01R11,Perdita acqua dalla rete via cascina 400,MASSAROSA,BOZZANO,VIA VITTORIO VENETO 303,303,MASSAROSA,FERRO,90.0,0.0,CLOSE,iso,2015,609107.779,4857229.7553,741.89,POINT (609107.779 4857229.7553)
24300,476873,15ODL148586,28A01R14,Mancata fornitura idrica PERDITA IN VIA SCIOLA,MASSAROSA,QUIESA,VIA RONCO 105,,MASSAROSA,FERRO,90.0,2.0,CLOSE,iso,2015,609496.8473,4855998.2603,878.91,POINT (609496.8473 4855998.2603)
24441,2588528,21ODL275894,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,Da vinci 139 0,,VIAREGGIO,FERRO,150.0,0.0,CLOSE,iso,2021,600122.2587,4858583.4956,1012.64,POINT (600122.2587 4858583.4956)
24447,2590432,21ODL277645,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA SAN MARTINO 60,,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2021,600047.08,4858225.43,320.91,POINT (600047.08 4858225.43)
24452,2596081,21ODL283036,07A06R01,Perdita acqua dalla rete,CAMAIORE,CAPEZZANO PIANORE,VIA BARSOTTELLI  DAVANTI CASA IN COSTRUZIONE,,CAMAIORE,FIBROCEMENTO,200.0,0.0,CLOSE,iso,2021,600200.71,4865987.39,557.58,POINT (600200.71 4865987.39)
24469,2116137,20ODL185134,27A05R02,Perdita acqua dalla rete VIA C. CASETTE (inizio strada camion) rappelli,MASSA,CASETTE,VIA C. CASETTE (inizio starda camion),,MASSA,FERRO,100.0,0.0,CLOSE,iso,2020,593409.0241,4880846.9983,1381.7,POINT (593409.0241 4880846.9983)
24492,487331,15ODL158968,28A01R14,Perdita acqua dalla rete,MASSAROSA,QUIESA,VIA AMOS PAOLI 0,0,MASSAROSA,FERRO,90.0,0.0,CLOSE,iso,2015,609451.3071,4856649.7086,330.15,POINT (609451.3071 4856649.7086)
24495,491126,15ODL162797,28A01R15,Perdita acqua dalla rete,MASSAROSA,QUIESA,VIA DEL MOLINACCIO 79,79,MASSAROSA,FERRO,190.0,0.0,CLOSE,iso,2015,609219.6036,4856209.0289,411.7,POINT (609219.6036 4856209.0289)
24581,671035,16ODL162815,07A06R01,Perdita acqua dalla rete,CAMAIORE,CAPEZZANO PIANORE,VIA PROVINCIALE 254,254,CAMAIORE,FIBROCEMENTO,400.0,0.0,CLOSE,iso,2016,602288.9834,4864878.6855,3093.48,POINT (602288.9834 4864878.6855)
24593,689827,16ODL182899,07A01R01,perdita stradale,camaiore,MONTEBELLO,San carlo 14,14,CAMAIORE,PEAD,232.0,0.0,CLOSE,iso,2016,603489.7626,4866815.4915,312.0,POINT (603489.7626 4866815.4915)
24624,1926060,19ODL376659,06A01R01,Perdita acqua dalla rete,BORGO A MOZZANO,BORGO A MOZZANO,VIA DELLA REPUBBLICA 18,,BORGO A MOZZANO,FERRO,100.0,0.0,CLOSE,iso,2019,624210.8467,4871023.0205,759.15,POINT (624210.8467 4871023.0205)
24651,395342,15ODL64842,35A02R01,Perdita acqua dalla rete VIA OLMI /PISANICA PRESSO ATTRAVERSAMENTO AUTOSTRADALE,PIETRASANTA,CROCIALE PIETRASANTA,VIA OLMI Ang via pisanica 55,55,PIETRASANTA,ACCIAIO,114.0,5.0,CLOSE,iso,2015,596608.7084,4867350.5638,1253.11,POINT (596608.7084 4867350.5638)
24711,2024513,19ODL478552,15A02R07,Perdita acqua dalla rete,COREGLIA ANTELMINELLI,CALAVORNO,CORSO NAZIONALE 44,,COREGLIA ANTELMINELLI,PEAD,90.0,0.0,CLOSE,iso,2019,622426.8332,4875491.7106,263.78,POINT (622426.8332 4875491.7106)
24713,2028864,19ODL482831,05A01R05,Perdita acqua dalla rete,BARGA,SAN PIETRO IN CAMPO,LOC. TUBO 0,,BARGA,FERRO,90.0,0.0,CLOSE,iso,2019,616801.3829,4881372.2701,312.81,POINT (616801.3829 4881372.2701)
24761,1144726,17ODL317058,36A02R03,Perdita acqua dalla rete,CASTIGLIONE DI GARFAGNANA,CASTIGLIONE GARFAGNANA,LOC. CAMPORI 4,4,PIEVE FOSCIANA,FERRO,90.0,0.0,CLOSE,iso,2017,612514.4078,4885640.3011,316.8,POINT (612514.4078 4885640.3011)
24771,527053,15ODL199416,41A02R02,perdita miramonti,s.romano,MIRAMONTI,miramonti,,SAN ROMANO IN GARFAGNANA,PEAD,90.0,220.0,CLOSE,iso,2015,608818.6091,4895956.4618,1789.64,POINT (608818.6091 4895956.4618)
24775,531849,15ODL204571,28A01R11,passata Perdita acqua dalla rete,MASSAROSA,BOZZANO,via sarzanese 1796/A ang via Vittorio veneto (macellarino,,MASSAROSA,FERRO,110.0,0.0,CLOSE,iso,2015,608921.9537,4856698.6617,377.3,POINT (608921.9537 4856698.6617)
24778,540449,15ODL213270,28A01R14,passata Perdita acqua dalla rete,MASSAROSA,QUIESA,VIA PIETRA A PADULE 554,,MASSAROSA,FERRO,100.0,0.0,CLOSE,iso,2015,609540.5073,4856418.1777,346.76,POINT (609540.5073 4856418.1777)
24781,548392,15ODL221477,28A01R14,Perdita acqua dalla rete,MASSAROSA,QUIESA,VIA DELL'ABETONE 0,,MASSAROSA,FERRO,100.0,0.0,CLOSE,iso,2015,609269.9862,4855939.2794,400.21,POINT (609269.9862 4855939.2794)
24783,549825,15ODL223092,28A01R10,passata perdita su addutrice per serbatoio  in sostituzione Odl mancante,Massarosa,MASSAROSA ACQUACHIARA,VIA ACQUACHIARA,00,MASSAROSA,FERRO,100.0,0.0,CLOSE,iso,2015,607838.1145,4859282.7584,346.76,POINT (607838.1145 4859282.7584)
24880,2217248,20ODL284227,27A10R01,perdita inizio strda via Belvedere Rappelli,MASSA,SAN CARLO,INIZIOSTRADA VIA BELVEDERE,,MASSA,FERRO,100.0,0.0,CLOSE,iso,2020,592627.4159,4877030.2567,273.32,POINT (592627.4159 4877030.2567)
24882,2217331,20ODL284309,27A05R02,Perdita Via Cpm. di Casette Rappelli,MASSA,MASSA,VIA COMUNALE CASETTE 0,,MASSA,FERRO,100.0,7.0,CLOSE,iso,2020,593402.908,4880795.5308,1143.25,POINT (593402.908 4880795.5308)
24887,2117978,20ODL186904,05A01R01,PERDITA STRADALE,BARGA,BRAGA,G.PASCOLI,7,BARGA,FERRO,140.0,1.0,CLOSE,iso,2020,618905.7179,4881666.0756,361.28,POINT (618905.7179 4881666.0756)
24923,755422,16ODL252389,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA AURELIA SUD 538,,VIAREGGIO,FERRO,200.0,0.0,CLOSE,iso,2016,602449.7514,4856453.8632,593.16,POINT (602449.7514 4856453.8632)
24938,766717,16ODL264202,49A02R01,Perdita acqua dalla rete,VIAREGGIO,TORRE DEL LAGO,VIA G.MAZZINI - TORRE DEL LAGO 50,50,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2016,603690.0828,4853248.4495,1387.04,POINT (603690.0828 4853248.4495)
24939,767529,16ODL265202,07A01R01,Perdita acqua dalla rete,CAMAIORE,MONTEBELLO CAMAIORE,VIA SAN CARLO 0,0,CAMAIORE,PEAD,110.0,0.0,CLOSE,iso,2016,603500.1533,4866801.8164,2011.12,POINT (603500.1533 4866801.8164)
24940,767650,16ODL265389,49A02R01,Perdita acqua dalla rete,VIAREGGIO,TORRE DEL LAGO,Oberdan  angolo via vespucci 0,0,VIAREGGIO,FERRO,125.0,0.0,CLOSE,iso,2016,603300.3132,4853200.1594,2566.56,POINT (603300.3132 4853200.1594)
24968,588329,15ODL262874,28A01R14,passata Perdita acqua dalla rete,MASSAROSA,QUIESA,VIA SCIOLA 170/Q,,MASSAROSA,FERRO,90.0,0.0,CLOSE,iso,2015,609395.6426,4856037.2335,292.4,POINT (609395.6426 4856037.2335)
25036,1317682,18ODL125446,07A06R01,Perdita acqua dalla rete,CAMAIORE,CAPEZZANO PIANORE,VIA CAFAGGIOLO angolo via XXII Agosto,,CAMAIORE,FIBROCEMENTO,100.0,2.0,CLOSE,iso,2018,600455.7817,4864265.1017,2305.15,POINT (600455.7817 4864265.1017)
25037,2217800,20ODL284774,20A01R01,Perdita acqua dalla rete,FORTE DEI MARMI,FORTE DEI MARMI,VIA MAZZINI 0,,FORTE DEI MARMI,FIBROCEMENTO,125.0,0.0,CLOSE,iso,2020,593354.0392,4868514.7665,695.64,POINT (593354.0392 4868514.7665)
25051,2229379,20ODL296144,20A01R01,Perdita acqua dalla rete VIA MAZZINI 40,FORTE DEI MARMI,FORTE DEI MARMI,VIA MAZZINI 40,,FORTE DEI MARMI,FIBROCEMENTO,100.0,5.0,CLOSE,iso,2020,593548.6331,4868301.2203,1770.09,POINT (593548.6331 4868301.2203)
25055,2234543,20ODL301256,20A01R01,Perdita acqua dalla rete,FORTE DEI MARMI,FORTE DEI MARMI,VIA MAZZINI 37,,FORTE DEI MARMI,FIBROCEMENTO,125.0,6.0,CLOSE,iso,2020,593480.5034,4868364.37,1635.57,POINT (593480.5034 4868364.37)
25062,2235551,20ODL302254,27A10R01,Perdita acqua dalla rete SP N°4 DI ANTONA INCROCIO VIA ZONDER   rappelli,MASSA,SAN CARLO TERME,SP 4 DI ANTONA INCROCIO VIA ZONDER,,MASSA,FERRO,150.0,0.0,CLOSE,iso,2020,592581.0444,4877099.8619,324.12,POINT (592581.0444 4877099.8619)
25064,2240373,20ODL306961,31A07R01,perdita acqua  VIA PADRETERNO (POZZO ASILO NIDO)    carlini,MONTIGNOSO,CAPANNE,VIA PADRETERNO (POZZO ASILO NIDO),,MONTIGNOSO,FERRO,110.0,0.0,CLOSE,iso,2020,592818.6286,4874245.0317,298.01,POINT (592818.6286 4874245.0317)
25141,791304,16ODL290257,49A02R01,Perdita acqua dalla rete,VIAREGGIO,TORRE DEL LAGO,VIA MAZZINI 55,,VIAREGGIO,FERRO,100.0,6.0,CLOSE,iso,2016,603692.7458,4853244.0543,2092.95,POINT (603692.7458 4853244.0543)
25240,1832261,19ODL278440,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA AURELIA NORD 141,141,VIAREGGIO,FERRO,125.0,0.0,CLOSE,iso,2019,600421.4525,4859260.8127,339.47,POINT (600421.4525 4859260.8127)
25337,1221347,17ODL396079,07A04R04,Perdita acqua dalla rete VIA ROMA ANG VIA HACH,CAMAIORE,LIDO DI CAMAIORE,roma capitale ANG VIA HACH,,CAMAIORE,FIBROCEMENTO,150.0,4.0,CLOSE,iso,2017,598695.4831,4860884.8889,12133.4,POINT (598695.4831 4860884.8889)
25338,1221392,17ODL396148,07A08R07,Perdita acqua dalla rete,CAMAIORE,ORBICCIANO VALPROMARO,VIA ORBICCIANO 36,36,CAMAIORE,ACCIAIO,100.0,0.0,CLOSE,iso,2017,611762.2546,4862875.1774,331.82,POINT (611762.2546 4862875.1774)
25346,2240379,20ODL306967,06A05R05,PERDITA STRADALE,BORGO A MOZZANO,DEZZA,DEZZA,,BORGO A MOZZANO,FERRO,140.0,0.0,CLOSE,iso,2020,620349.7669,4869106.0829,317.51,POINT (620349.7669 4869106.0829)
25371,2269760,20ODL335842,06A05R05,Perdita acqua dalla rete,BORGO A MOZZANO,DIECIMO,Via della misericordia 0,,BORGO A MOZZANO,PEAD,110.0,0.0,CLOSE,iso,2020,620795.8903,4868859.0727,366.13,POINT (620795.8903 4868859.0727)
25422,2566120,21ODL253953,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA CAIROLI ANGOLO PUCCI,,VIAREGGIO,GHISA,110.0,0.0,CLOSE,iso,2021,600393.5301,4858168.5112,320.91,POINT (600393.5301 4858168.5112)
25447,687755,16ODL180398,33A09R31,Perdita acqua dalla rete,MASSAROSA,BOZZANO,Rontani 0,,PESCAGLIA,FERRO,100.0,0.0,CLOSE,iso,2016,608800.6934,4857424.0152,346.76,POINT (608800.6934 4857424.0152)
25450,688061,16ODL180842,07A07R11,Perdita acqua dalla rete,CAMAIORE,PIEVE CAMAIORE,VIA BOZIO 0,0,CAMAIORE,FERRO,230.0,0.0,CLOSE,iso,2016,606759.0252,4865146.3494,259.74,POINT (606759.0252 4865146.3494)
25557,2621422,21ODL307809,10A02R06,Perdita acqua dalla rete VIA FOSSA MAESTRA 2      posterli,CARRARA,AVENZA,VIA FOSSA MAESTRA 2,2,CARRARA,PEAD,110.0,0.0,CLOSE,iso,2021,583445.7594,4879101.4506,537.63,POINT (583445.7594 4879101.4506)
25562,2628068,21ODL314342,07A06R01,Perdita acqua dalla rete,CAMAIORE,CAPEZZANO PIANORE,VIA CHIARO DEL GIARDO 0,,CAMAIORE,FIBROCEMENTO,90.0,2.0,CLOSE,iso,2021,600030.7799,4864500.1615,489.16,POINT (600030.7799 4864500.1615)
25563,2628069,21ODL314343,07A06R01,Perdita acqua dalla rete,CAMAIORE,CAPEZZANO PIANORE,VIA CHIARO DEL GIARDO  ANGOLO VIA ARGINVECCHIO,,CAMAIORE,FERRO,90.0,3.0,CLOSE,iso,2021,600084.5259,4865143.5578,469.75,POINT (600084.5259 4865143.5578)
25566,2632610,21ODL318818,35A02R01,Perdita acqua dalla rete,PIETRASANTA,PIETRASANTA,VIA GARIBALDI - P.TA A LUCCA,,PIETRASANTA,GHISA,125.0,1.0,CLOSE,iso,2021,598980.3446,4867698.2399,2746.76,POINT (598980.3446 4867698.2399)
25569,2633693,21ODL319889,35A02R01,Perdita acqua dalla rete,PIETRASANTA,PIETRASANTA,VIA MAGNANO,,PIETRASANTA,FERRO,175.0,0.0,CLOSE,iso,2021,599342.2752,4866614.9746,446.06,POINT (599342.2752 4866614.9746)
25630,906081,16ODL408979,49A02R01,Perdita acqua dalla rete passata ditta,VIAREGGIO,TORRE DEL LAGO,fosso guidario 117,117,VIAREGGIO,FIBROCEMENTO,150.0,0.0,CLOSE,iso,2016,603642.7867,4854708.9133,1021.41,POINT (603642.7867 4854708.9133)
25710,2651558,21ODL337386,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,Via Pisacane 156,156,VIAREGGIO,FERRO,200.0,0.0,CLOSE,iso,2021,600032.2847,4860102.0574,601.7,POINT (600032.2847 4860102.0574)
25712,2656550,21ODL342328,10A02R06,Perdita acqua dalla rete VIA FOSSA MAESTRA 4  D'AMBROSIO,CARRARA,AVENZA,VIA FOSSA MAESTRA 4,4,CARRARA,PEAD,110.0,0.0,CLOSE,iso,2021,583396.6403,4879029.0813,329.26,POINT (583396.6403 4879029.0813)
25717,2657835,21ODL343594,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA PALESTRINA 111,,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2021,600056.9518,4860081.3992,779.63,POINT (600056.9518 4860081.3992)
25797,711315,16ODL205425,28A01R10,passata Perdita acqua dalla rete,MASSAROSA,MASSAROSA,don minzoni 25,,MASSAROSA,FERRO,100.0,0.0,CLOSE,iso,2016,607497.1624,4858562.3535,346.76,POINT (607497.1624 4858562.3535)
25899,955739,17ODL123338,07A01R05,perdita lungo canale,camaiore,TENERI,dei boschi,,CAMAIORE,PEAD,90.0,0.0,CLOSE,iso,2017,603949.7363,4865687.1004,259.59,POINT (603949.7363 4865687.1004)
26101,754641,16ODL251484,41A02R02,PERDITA STRADALE perdita stradale segnalazioe interna,san romano,ORECCHIELLA,x miramonti,,SAN ROMANO IN GARFAGNANA,PEAD,90.0,1.0,CLOSE,iso,2016,607861.6443,4895955.9376,575.47,POINT (607861.6443 4895955.9376)
26106,763250,16ODL260590,28A01R10,passata Perdita acqua dalla rete,MASSAROSA,MASSAROSA,portovecchio 26,,MASSAROSA,FERRO,100.0,0.0,CLOSE,iso,2016,606873.7842,4858725.7539,2124.92,POINT (606873.7842 4858725.7539)
26107,763357,16ODL260738,28A01R10,passata Perdita acqua dalla rete,MASSAROSA,MASSAROSA,VIA STERPETI 655/     Scala    Piano    Int.,,MASSAROSA,FERRO,125.0,0.0,CLOSE,iso,2016,607523.3168,4858975.0982,1387.04,POINT (607523.3168 4858975.0982)
26112,767555,16ODL265241,28A01R11,passata Perdita acqua dalla rete,MASSAROSA,BOZZANO,VIA VITTORIO VENETO 517/     Scala    Piano    Int.,,MASSAROSA,FERRO,100.0,0.0,CLOSE,iso,2016,609156.4367,4857001.3051,1387.04,POINT (609156.4367 4857001.3051)
26115,776175,16ODL274244,07A07R11,PERDITA STRADALE,camaiore,PIEVE,bughignano 22,22,CAMAIORE,FERRO,90.0,0.0,CLOSE,iso,2016,606662.2024,4865035.0837,1169.52,POINT (606662.2024 4865035.0837)
26247,1111208,17ODL282864,07A01R01,Perdita acqua dalla rete,CAMAIORE,CAMAIORE,VIA MONTEBELLO 0,,CAMAIORE,PEAD,110.0,1.0,CLOSE,iso,2017,603475.7779,4866798.4541,441.78,POINT (603475.7779 4866798.4541)
26279,2794690,21ODL477653,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,VIA M.POLO 55,,VIAREGGIO,FERRO,110.0,0.0,CLOSE,iso,2021,599858.1802,4859690.0364,1476.35,POINT (599858.1802 4859690.0364)
26297,799768,16ODL299244,28A01R14,Passata Perdita acqua dalla rete,MASSAROSA,QUIESA,VIA AMOS PAOLI 28/G    Scala    Piano    Int.,,MASSAROSA,FERRO,90.0,0.0,CLOSE,iso,2016,609564.8655,4856660.7666,584.8,POINT (609564.8655 4856660.7666)
26321,1710391,19ODL152366,12A01R04,Perdita acqua dalla rete,CASTELNUOVO GARFAGNANA,CASTELNUOVO GARFAGNANA,VIA FARINI 11,,CASTELNUOVO GARFAGNANA,FERRO,90.0,0.0,CLOSE,iso,2019,612711.6273,4884878.0134,339.7,POINT (612711.6273 4884878.0134)
26324,1716688,19ODL158654,12A01R04,da aprire scavo per riparare perdita,castelnuovo di garfagnana,CAPOLUOGO,debbia,,CASTELNUOVO GARFAGNANA,FERRO,110.0,0.0,CLOSE,iso,2019,612203.2715,4885113.5277,303.44,POINT (612203.2715 4885113.5277)
26341,2798658,22ODL103596,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,Via battisti 289 0,,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2022,600124.57,4858423.18,456.25,POINT (600124.57 4858423.18)
26347,2829345,22ODL133814,49A01R01,PERDITA STRADALE SEGNALATA DA NS PERSONALE,VIAREGGIO,VIAREGGIO,LEPANTO 84,,VIAREGGIO,FERRO,125.0,0.0,CLOSE,iso,2022,600170.522,4859505.9624,380.73,POINT (600170.522 4859505.9624)
26360,2851438,22ODL155630,49A01R01,Perdita acqua dalla rete,VIAREGGIO,VIAREGGIO,V.LE EUROPA ANGOLO MOLO MARINAI D'ITALIA,,VIAREGGIO,FERRO,100.0,0.0,CLOSE,iso,2022,599914.86,4856523.57,346.29,POINT (599914.86 4856523.57)
26364,2853430,22ODL157343,07A04R04,Perdita acqua dalla rete,CAMAIORE,LIDO DI CAMAIORE,VIA TURATI 9,,CAMAIORE,GHISA,100.0,0.0,CLOSE,iso,2022,599353.33,4862050.41,801.08,POINT (599353.33 4862050.41)
26365,2853455,22ODL157368,29A03R04,PERDITA STRADALE,MINUCCIANO,GORFIGLIANO,GORFIGLIANO ALTO,,MINUCCIANO,FERRO,90.0,1.0,CLOSE,iso,2022,599728.0006,4887499.4999,388.91,POINT (599728.0006 4887499.4999)
26366,2853750,22ODL157660,10A02R06,Perdita acqua dalla rete VIA FOSSA MAESTRA 22 DI BAUDA,CARRARA,AVENZA,VIA FOSSA MAESTRA 22,22,CARRARA,PEAD,110.0,0.0,CLOSE,iso,2022,583333.43,4878741.25,301.99,POINT (583333.43 4878741.25)
26378,1132094,17ODL304190,07A01R05,Perdita acqua dalla rete,CAMAIORE,CAMAIORE,VIA SAN FRANCESCO,,CAMAIORE,FERRO,90.0,0.0,CLOSE,iso,2017,603769.3835,4865947.3005,665.91,POINT (603769.3835 4865947.3005)
26399,1155446,17ODL327917,07A01R01,PERDITA,CAMAIORE,CAMAIORE,VIA COLLI DI VERSONA 1059/s,,CAMAIORE,PEAD,110.0,0.0,CLOSE,iso,2017,602751.7525,4866352.6009,399.0,POINT (602751.7525 4866352.6009)
26475,828832,16ODL329710,28A01R14,Perdita acqua dalla rete (passata a ditta),MASSAROSA,QUIESA,amos paoli angolo v giovanni xxiii 0,,MASSAROSA,FERRO,90.0,0.0,CLOSE,iso,2016,609599.9026,4856634.9261,584.8,POINT (609599.9026 4856634.9261)
26477,833893,16ODL334748,28A01R10,Perdita acqua dalla rete (passata a ditta),MASSAROSA,MASSAROSA,don minzoni 330,,MASSAROSA,FERRO,90.0,0.0,CLOSE,iso,2016,607634.4704,4858695.2312,584.8,POINT (607634.4704 4858695.2312)
26559,1165285,17ODL338231,07A01R02,Perdita acqua dalla rete,CAMAIORE,MONTEBELLO CAMAIORE,VIA COLLI DI VERSONA 444,444,CAMAIORE,FERRO,100.0,0.0,CLOSE,iso,2017,603089.7912,4866583.8296,918.77,POINT (603089.7912 4866583.8296)
26568,1172253,17ODL345279,07A01R01,perdita idrica,CAMAIORE,CAMAIORE,VIA COLLI DI VERSONA 40,,CAMAIORE,PEAD,90.0,0.0,CLOSE,iso,2017,603263.8798,4866921.0143,279.81,POINT (603263.8798 4866921.0143)
26593,911996,16ODL414922,28A01R10,Perdita acqua dalla rete,MASSAROSA,MASSAROSA,VIA DON MINZONI 55/     Scala    Piano    Int.,,MASSAROSA,FERRO,100.0,0.0,CLOSE,iso,2016,607504.4845,4858571.3379,693.52,POINT (607504.4845 4858571.3379)
26594,912528,16ODL415275,28A01R10,Perdita acqua dalla rete,MASSAROSA,MASSAROSA,VIA DON MINZONI 5,,MASSAROSA,FERRO,100.0,0.0,CLOSE,iso,2016,607517.8381,4858583.7405,346.76,POINT (607517.8381 4858583.7405)
26621,2566045,21ODL253878,05A01R02,Perdita acqua dalla rete,BARGA,BARGA,LOC CANTEO  (BARGA CAP.) 33,33,BARGA,FERRO,120.0,0.0,CLOSE,iso,2021,619122.5185,4881665.3168,638.16,POINT (619122.5185 4881665.3168)
26624,2571659,21ODL259356,05A01R01,PERDITA STRADALE,BARGA,STRADA PRVINCIALE 7,G.PASCOLI,0,BARGA,FERRO,140.0,0.0,CLOSE,iso,2021,618911.6198,4881674.7779,328.91,POINT (618911.6198 4881674.7779)
